2022-02-03 01:51:56+00:00,"b'@kgurba @nathaliejacoby1 Most of the nasty flu-like virus we were seeing in late 2019, early 2020 was human metapne\xe2\x80\xa6 https://t.co/L4gCZmclaq'"
2022-02-03 01:51:53+00:00,b'@ScooterBodgie I think the combination for Victoria might show why Victorian residents suffered so much during vari\xe2\x80\xa6 https://t.co/mVMrzcZ3Tn'
2022-02-03 01:51:47+00:00,b'RT @CarolHusband: The problem with Justin Trudeau\xe2\x80\x99s announcement he has #Covid is that no one believes him.'
2022-02-03 01:51:40+00:00,b'RT @CarolHusband: The problem with Justin Trudeau\xe2\x80\x99s announcement he has #Covid is that no one believes him.'
2022-02-03 01:51:34+00:00,b'RT @Jim_Jordan: Some hospitals are denying service to the sick because patients don\xe2\x80\x99t want the #COVID vaccine. \n\nThis isn\xe2\x80\x99t \xe2\x80\x9cscience.\xe2\x80\x9d It\xe2\x80\x99s\xe2\x80\xa6'
2022-02-03 01:51:33+00:00,b'RT @CarolHusband: The problem with Justin Trudeau\xe2\x80\x99s announcement he has #Covid is that no one believes him.'
2022-02-03 01:51:31+00:00,b'WATCH &amp; SHARE THIS WITH PEOPLE YOU CARE ABOUT \nBooster vs. \xe2\x80\x9cnatural immunity\xe2\x80\x9d \n#COVID\nhttps://t.co/fbNQE0qI5t'
2022-02-03 01:51:25+00:00,"b'RT @drankitgupta37: What we need to do is decrease panic, take away the fear &amp; convert that fear into carefulness. The kind of difference i\xe2\x80\xa6'"
2022-02-03 01:50:45+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For NE   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:50:37+00:00,"b'\xe2\x80\x9cIn recent months, the U.S. passed Britain and Belgium to have, among rich nations, the largest share of its popula\xe2\x80\xa6 https://t.co/29BPR1FrAl'"
2022-02-03 01:50:33+00:00,"b""The truth about Joe Rogan's controversial guests: 'Father of mRNA' Dr Malone pointed out that hospitals get COVID b\xe2\x80\xa6 https://t.co/hMJQuOZOAp"""
2022-02-03 01:50:29+00:00,b'Total Confirmed Covid Cases by County For NV   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/cSj8w2AJHD'
2022-02-03 01:50:18+00:00,b'The problem with Justin Trudeau\xe2\x80\x99s announcement he has #Covid is that no one believes him.'
2022-02-03 01:50:05+00:00,"b'RT @HelenBranswell: 1. Amazing statistic: In the 10 weeks since Omicron was discovered, there have been 90M #Covid cases reported \xe2\x80\x94\xc2\xa0more th\xe2\x80\xa6'"
2022-02-03 01:50:05+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:50:00+00:00,"b'#Covid hits #India camp ahead of #Windies series; @SDhawan25 , Gaikwad, @ShreyasIyer15  and multiple non-coaching s\xe2\x80\xa6 https://t.co/BHW221pIMI'"
2022-02-03 01:49:18+00:00,"b'RT @HorribleHorrie2: \xe2\x80\x9cNot dying can never be the whole point. If it is, you\xe2\x80\x99re already dead.\xe2\x80\x9d  \n\xe2\x80\x94 Tucker Carlson \xf0\x9f\x8e\xaf \n#NetZero #Covid'"
2022-02-03 01:49:08+00:00,b'RT @DSSNewsUpdates: Protection from the virus- Mask Distribution by DSS Volunteers following the pious teachings of Saint Dr. @Gurmeetramra\xe2\x80\xa6'
2022-02-03 01:49:01+00:00,b'RT @JillianHortonMD: I have way more #Premier fatigue than #covid fatigue.'
2022-02-03 01:48:39+00:00,"b""RT @DeeMeanz: Guess I'll be closely observing how Eire, Scotland and Wales manage #Covid over the next year or so... One thing is for sure.\xe2\x80\xa6"""
2022-02-03 01:48:36+00:00,b'RT @emilymicheleL: I really find it funny that people think we can just decide to be done with #covid. I appreciate the leadership and take\xe2\x80\xa6'
2022-02-03 01:48:32+00:00,"b""Guess I'll be closely observing how Eire, Scotland and Wales manage #Covid over the next year or so... One thing is\xe2\x80\xa6 https://t.co/Cqae4lBZla"""
2022-02-03 01:48:25+00:00,b'Total Confirmed Covid Cases by County For NV   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/Xd8uHJp2Ug'
2022-02-03 01:48:08+00:00,b'RT @NepaliTimes: #Suicides: a pandemic within a #pandemic\nA new study squarely links the increase in self-harm with #Covid-19 impact among\xe2\x80\xa6'
2022-02-03 01:48:03+00:00,"b'Alex might just have been the wealthiest drug addict you\'d ever meet. His story is the classic example of ""stumblin\xe2\x80\xa6 https://t.co/bKxguJntKk'"
2022-02-03 01:47:59+00:00,b'Things we learned in 2022:\n- #Covid came from Wuhan lab\n- #Lockdowns saved 1800 lives\n- #Trump was impeached for no\xe2\x80\xa6 https://t.co/AXb2VduGiE'
2022-02-03 01:47:49+00:00,"b'RT @comingdownpod: Well folks, one of us finally got covids. Listen in to find out who! Enjoy! #covid #vaccination #cornonavirus #vax #scar\xe2\x80\xa6'"
2022-02-03 01:47:49+00:00,b'Joe Rogan claims fact-checked -BBC News #JoeRogan #Rogan #Spotify #COVID19 #covid #COVID__19 #Omicronvoy\xe2\x80\xa6 https://t.co/dzNuNSMBM5'
2022-02-03 01:47:24+00:00,"b'RT @Globalbiosec: We can expect a second #COVID surge after opening of schools. And then a third after opening of universities, where the h\xe2\x80\xa6'"
2022-02-03 01:47:18+00:00,"b'RT @HelenBranswell: 1. Amazing statistic: In the 10 weeks since Omicron was discovered, there have been 90M #Covid cases reported \xe2\x80\x94\xc2\xa0more th\xe2\x80\xa6'"
2022-02-03 01:47:03+00:00,"b'RT @Aaron_Derfel: 1) Quebec\xe2\x80\x99s new chief of public health, Dr. Luc Boileau, asserted on Wednesday he believes the province\xe2\x80\x99s severely weaken\xe2\x80\xa6'"
2022-02-03 01:47:00+00:00,"b""The COVID-19 come from Fort Detrick and they've been trying to cover up the truth. That's terrible!\n#COVID19\n#COVID-19\n#COVID\n#Omicron"""
2022-02-03 01:46:55+00:00,"b'RT @VistaPResearch: #COVID-19 #Vaccines Don\xe2\x80\x99t Affect #Fertility for People Undergoing #IVF, Researchers Say https://t.co/PGRkr2MwN6 $PGNY #\xe2\x80\xa6'"
2022-02-03 01:46:47+00:00,b'Total Confirmed Covid Cases by County For NE   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/xnKULRzrv0'
2022-02-03 01:46:42+00:00,"b'My friends and I have always believed that e-cigarette pneumonia is COVID-19, and now an authority has finally conf\xe2\x80\xa6 https://t.co/QGSdgm7R4u'"
2022-02-03 01:46:39+00:00,"b'RT @BsBathinda: The best way to control the spread of #Covid is by wearing mask, maintaining social distance and getting vaccinated. Volunt\xe2\x80\xa6'"
2022-02-03 01:46:38+00:00,b'@ACTBrigitte Joe Rogan speaks about #covid-19 and that is a political medical issue.'
2022-02-03 01:46:37+00:00,"b'If I\xe2\x80\x99m buying #covid tests, might as well  use @CouponCabin for cash back https://t.co/5hrVYJRdmz'"
2022-02-03 01:46:36+00:00,b'RT @ManjuIn2: @DSSNewsUpdates @Gurmeetramrahim The followers of Dera Sacha Sauda are distributing masks to others for free and they got thi\xe2\x80\xa6'
2022-02-03 01:46:19+00:00,"b'Well folks, one of us finally got covids. Listen in to find out who! Enjoy! #covid #vaccination #cornonavirus #vax\xe2\x80\xa6 https://t.co/VysQSJrxfv'"
2022-02-03 01:46:16+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:46:06+00:00,b'RT @Shulhan: Weird. #covid #mandates #TruckersConvoy2022 #TruckerConvoy2022 #TruckerConvoy #FreedomRally #FreedomConvoy2022 https://t.co/RP\xe2\x80\xa6'
2022-02-03 01:46:04+00:00,"b'Italy eases anti-Covid rules for schools, extends green pass #Italy #eases https://t.co/Kyd8dfZmZW #COvid #COVID19\xe2\x80\xa6 https://t.co/dgTxb2ZA5b'"
2022-02-03 01:45:57+00:00,b'Czech Supreme Administrative Court (NSS) lifted #Covid vaccination certificates. https://t.co/SyjRPGbTFd\xe2\x80\xa6 https://t.co/oW3u9uNQFh'
2022-02-03 01:45:48+00:00,"b""RT @_lokeshsharma: #Rajasthan #CoronaUpdate:\n\n8428 #Covid cases reported\n1944 from #Jaipur\n22 #Corona related death\nToday's #Recovered\xe2\x9c\x851283\xe2\x80\xa6"""
2022-02-03 01:45:47+00:00,"b""RT @beingrichard: Vacuous Vax-speak justifying #NZ's pointless #vaccinepassports, even as population twin #Denmark says #Covid's over. #NZ\xe2\x80\xa6"""
2022-02-03 01:45:41+00:00,"b""RT @Aaron_Derfel: 10) Lest skeptics doubt my long #COVID extrapolations for Quebec, it\xe2\x80\x99s reasonable to look at Finland's experience. The go\xe2\x80\xa6"""
2022-02-03 01:45:39+00:00,b'#trump #donaldjtrumpjr #tesla @elonmusk #kimKBaltimore #ElectricVehicles #TuckerCarlson #TedCruz @tesla #Covid\xe2\x80\xa6 https://t.co/MjXsclGfBF'
2022-02-03 01:45:29+00:00,b'RT @Tim_jbo: When does this jab jab jab madness end @GregHuntMP ?\nVaccinated people are still catching #covid anyway.\nEnough!\n#NoVaccineMan\xe2\x80\xa6'
2022-02-03 01:45:04+00:00,"b'RT @gntlman: \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5The voice of a silenced and suffering generation: The young kids &amp; children.""  | Opinion #Covid #Covid19 #Omicron  https://\xe2\x80\xa6'"
2022-02-03 01:44:56+00:00,b'RT @delhi_dave: 534 #Covid deaths recorded in the last 24hrs.....God rest their souls.......\n\nBut the MSM thinks it doesn\xe2\x80\x99t matter any more\xe2\x80\xa6'
2022-02-03 01:44:54+00:00,b'RT @Anita_Jacoby: Not many laughs when it comes to #COVID but this one is heavenly. https://t.co/qzFnyniaIR'
2022-02-03 01:44:44+00:00,b'RT @WesElyMD: 8/ Look at the tables. Notice how list of problems from ACUTE #COVID Dz is much shorter than the list of problems in #LongCOV\xe2\x80\xa6'
2022-02-03 01:44:43+00:00,"b'RT @LADeptHealth: Tragically, we report 37 additional #COVID deaths reported to the state since 2/1.'"
2022-02-03 01:44:42+00:00,b'@JamesSurowiecki Medicare premium went up almost 15%.\n\nThe real study will be the declining costs as a million or s\xe2\x80\xa6 https://t.co/qG5QRmFpvp'
2022-02-03 01:44:38+00:00,b'RT @sanjoy_missra: Heavily Armed German Police Officers Raid Mask Free School Started By Parents\n\nThe school was started by parents to safe\xe2\x80\xa6'
2022-02-03 01:44:30+00:00,b'Total Confirmed Covid Cases by County For NE   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/E3tbGgSIBr'
2022-02-03 01:44:28+00:00,"b'RT @LADeptHealth: The Louisiana Department of Health reports 4,873 new #COVID cases out of 39,759 tests that have been reported to the stat\xe2\x80\xa6'"
2022-02-03 01:44:22+00:00,b'I find people\xe2\x80\x98s fear &amp; excitement for all that is politics quite humorous. There is no #covid that needs to be tame\xe2\x80\xa6 https://t.co/rs4xBcIzel'
2022-02-03 01:44:10+00:00,b'I really find it funny that people think we can just decide to be done with #covid. I appreciate the leadership and\xe2\x80\xa6 https://t.co/2rZDiMVVIt'
2022-02-03 01:44:07+00:00,b'All together now #canada #usa #unitedforfreedom #freedomconvoy2022 #truckersrule #nomandates #nolockdowns #covid\xe2\x80\xa6 https://t.co/yQFLmKNOlv'
2022-02-03 01:44:06+00:00,"b'@CNN @AC360 @drsanjaygupta @andersoncooper I would disagree that officer deaths are higher ,they are about the same\xe2\x80\xa6 https://t.co/L55oWkyiYO'"
2022-02-03 01:44:02+00:00,b'RT @NikkeiAsia: COVID LATEST | New Zealand to reopen borders in phases.\nhttps://t.co/KulUQIZZQK\n\n#COVID19 #OmicronVariant #COVID #CoronaUpd\xe2\x80\xa6'
2022-02-03 01:43:54+00:00,"b'RT @ddanpereira: David Crosby, Stephen Stills &amp; Graham Nash join bandmate #NeilYoung to have #Spotify remove their  group &amp; solo recordings\xe2\x80\xa6'"
2022-02-03 01:43:46+00:00,"b""RT @beingrichard: Vacuous Vax-speak justifying #NZ's pointless #vaccinepassports, even as population twin #Denmark says #Covid's over. #NZ\xe2\x80\xa6"""
2022-02-03 01:43:40+00:00,b'RT @Suzanne50441607: The REAL misinformation campaign is in the INFLATION of Covid numbers by for-profit hospitals. And Fauci Made it easy.\xe2\x80\xa6'
2022-02-03 01:43:38+00:00,b'The REAL misinformation campaign is in the INFLATION of Covid numbers by for-profit hospitals. And Fauci Made it ea\xe2\x80\xa6 https://t.co/HOK7VbpZIe'
2022-02-03 01:43:26+00:00,b'COVID Part 2: A Conversation With Dr. Fauci:  https://t.co/GIndWBSddp  #covid #pandemic #disasters #disasterzone\xe2\x80\xa6 https://t.co/kIAdB28lMY'
2022-02-03 01:43:22+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:43:14+00:00,b'RT @VendettaX93: ....meanwhile in #Belgium \xf0\x9f\xa5\xb3\n#COVID https://t.co/UYYpfrYveu'
2022-02-03 01:43:02+00:00,"b""RT @RENU76316390: Hat's off to the Dera Sacha Sauda volunteers for distributing Mask For Protection of the masses.\nThey Wear Mask &amp; spread\xe2\x80\xa6"""
2022-02-03 01:43:00+00:00,"b""RT @HelenBranswell: The plan to give rolling authorization to Pfizer's #Covid vaccine for kids under 5 will please pediatricians &amp; a vocal\xe2\x80\xa6"""
2022-02-03 01:42:59+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MS   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:59+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MO   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:59+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MO   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:59+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MT   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:59+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MT   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:48+00:00,"b'RT @HelenBranswell: 1. Amazing statistic: In the 10 weeks since Omicron was discovered, there have been 90M #Covid cases reported \xe2\x80\x94\xc2\xa0more th\xe2\x80\xa6'"
2022-02-03 01:42:45+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MT   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:42:38+00:00,b'@DaleMacLean1 @DannyFortune2 @KarlaCamilaLove #COVID #vaccines #masks #SocialDistancing \n(thread)\nhttps://t.co/RvtkDyn4KE'
2022-02-03 01:42:33+00:00,b'Total Confirmed Covid Cases by County For MT   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/96b0sFlgl6'
2022-02-03 01:42:32+00:00,b'RT @RealAmVoice: Should children receive the COVID vaccine? Jenin Younes shares @RealDrGina her thoughts on how mandating the #COVID vaccin\xe2\x80\xa6'
2022-02-03 01:42:19+00:00,"b""Army to 'immediately' start kicking out soldiers who refuse COVID shot https://t.co/s4t22L1Fae via @nypost #Covid_19 #COVID"""
2022-02-03 01:41:52+00:00,"b'SmartCompany: Australia ranks nearly last from 70 countries on our booster rate, but the new normal could soon be e\xe2\x80\xa6 https://t.co/2oPd6tZ8JK'"
2022-02-03 01:41:49+00:00,b'RT @WesElyMD: 8/ Look at the tables. Notice how list of problems from ACUTE #COVID Dz is much shorter than the list of problems in #LongCOV\xe2\x80\xa6'
2022-02-03 01:41:49+00:00,b'#Covid tests are arriving Monday.'
2022-02-03 01:41:48+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MO   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:41:41+00:00,b'#COVID #HomeTest\nMy #CovidHomeTests came today. #ThankYouPresidentBiden #DemocratsDeliver https://t.co/GJ5MXXehst'
2022-02-03 01:41:38+00:00,b'#Covid_19 #COVID\n\nSomeone with common sense!\n\nhttps://t.co/0TBk9GWam7'
2022-02-03 01:41:36+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:41:35+00:00,"b'RT @HelenBranswell: .@CDCgov\'s ""Nowcast"" of #Covid viral diversity in the country suggests we\'re at the all #Omicron phase of the pandemic.\xe2\x80\xa6'"
2022-02-03 01:41:31+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:41:31+00:00,"b""RT @BernieSpofforth: A 3 year old boy is denied life saving heart treatment because his parents weren't vaccinated.\n\nYou should all hang yo\xe2\x80\xa6"""
2022-02-03 01:41:25+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MO   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:41:11+00:00,"b'RT @TruthJustis4USA: @tedcruz The Republican playbook:\n\n-Make a problem worse, than complain about the results.\n\nOutside of flights to Canc\xe2\x80\xa6'"
2022-02-03 01:41:10+00:00,b'#sa #covid #adelaide #coronavirus #stevenmarshall One COVID-related death in South Australia as cases and hospitali\xe2\x80\xa6 https://t.co/iBKVO8ilz3'
2022-02-03 01:41:10+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MS   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:41:08+00:00,b'RT @Anita_Jacoby: Not many laughs when it comes to #COVID but this one is heavenly. https://t.co/qzFnyniaIR'
2022-02-03 01:41:06+00:00,"b'RT @theage: ""One by one, each member of my family succumbed to the virus. Having extended lockdowns under my belt, I figured seven days of\xe2\x80\xa6'"
2022-02-03 01:41:04+00:00,"b""LOL...Riiiight. That's why #JBPritzker sent his entire family to his Florida estate during the #COVID lockdown.\xe2\x80\xa6 https://t.co/HsoZoQNjrE"""
2022-02-03 01:41:02+00:00,b'RT @VendettaX93: ....meanwhile in #Belgium \xf0\x9f\xa5\xb3\n#COVID https://t.co/UYYpfrYveu'
2022-02-03 01:40:45+00:00,b'RT @njoyflyfishing: Total Confirmed Covid Cases by County For MS   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts #datavi\xe2\x80\xa6'
2022-02-03 01:40:42+00:00,b'#coronavirus #covid #covid19 #19 #corona Most Canberrans still using defunct Check In CBR app as ACT government con\xe2\x80\xa6 https://t.co/OZvMCvtJrC'
2022-02-03 01:40:42+00:00,b'RT @WesElyMD: 8/ Look at the tables. Notice how list of problems from ACUTE #COVID Dz is much shorter than the list of problems in #LongCOV\xe2\x80\xa6'
2022-02-03 01:40:41+00:00,"b'RT @HelenTBracken: Well done Johnson for scrapping masks when #COVID was rife in schools!  A bit of red meat \xf0\x9f\xa5\xa9, was it???\n\nNet result = COV\xe2\x80\xa6'"
2022-02-03 01:40:36+00:00,b'Total Confirmed Covid Cases by County For MT   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/PYiej53yY8'
2022-02-03 01:40:34+00:00,"b""RT @9NewsPerth: Political Editor @Gary_Adshead shares his take on the government\xe2\x80\x99s reaction to today's #COVID-19 cases in three WA schools.\xe2\x80\xa6"""
2022-02-03 01:40:31+00:00,"b'RT @drscott_atlanta: Folks, when are we going to take back our country?\n\nDon\xe2\x80\x99t think \xe2\x80\x9cswamp\xe2\x80\x9d corruption is only about #covid \n\nBREAKING: DO\xe2\x80\xa6'"
2022-02-03 01:40:24+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:40:19+00:00,"b""RT @BenWWeston: The data doesn't lie....\n\n\xf0\x9f\x9a\xab COVID \xe2\x89\xa0 Flu\n\n\xf0\x9f\xa7\x92 #COVID affects kids\n\n\xf0\x9f\x92\x94 1,220 kids have died from this preventable disease\n\n\xf0\x9f\x92\x89 Vac\xe2\x80\xa6"""
2022-02-03 01:39:54+00:00,b'@andrewthesmart @choo_ek Especially when you consider how refusing #Masks and mocking those who wear them came stra\xe2\x80\xa6 https://t.co/hr0aSD0zHZ'
2022-02-03 01:39:52+00:00,"b'Had someone thank me for doing my job today, for showing up and staying positive, for wearing a mask all day withou\xe2\x80\xa6 https://t.co/LLSiXH1TAu'"
2022-02-03 01:39:43+00:00,"b'@MartyMakary I don\xe2\x80\x99t believe a word you say, you are harming the #covid fight looks like #tuckercarlson is really  turned on'"
2022-02-03 01:39:41+00:00,b'RT @WesElyMD: 8/ Look at the tables. Notice how list of problems from ACUTE #COVID Dz is much shorter than the list of problems in #LongCOV\xe2\x80\xa6'
2022-02-03 01:39:39+00:00,"b""It is 'something' for @TomCottonAR to talk about Dems wanting us to live in fear of #covid when he supports America\xe2\x80\xa6 https://t.co/v8OSgFaYFl"""
2022-02-03 01:39:33+00:00,"b'There were 534 more deaths from #covid on UK yesterday. Even allowing for some data readjustment, this is shockingl\xe2\x80\xa6 https://t.co/EJXXpA5uLH'"
2022-02-03 01:39:31+00:00,"b'RT @cancerandcrisis: \xe2\x9d\x97\xef\xb8\x8fPatients with #cancer, especially those with recent cancer #treatment are at increased risk of #COVID19 complication\xe2\x80\xa6'"
2022-02-03 01:39:18+00:00,"b""#Tonga #COVID #aid #Australia #outbreak Tonga's COVID cases rise to five, outbreak not linked to aid delivered by H\xe2\x80\xa6 https://t.co/8xdsf8lCMv"""
2022-02-03 01:39:14+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:39:05+00:00,"b'RT @USMortality: \xf0\x9f\x9a\xa8 US states with a higher fully vaccinated #Covid19 population, saw an increase in all-cause mortality in Q4/2021 compared\xe2\x80\xa6'"
2022-02-03 01:38:59+00:00,"b'U.S. #COVID death toll tops fall peak and is higher than in other wealthy countries, as global deaths climb 9% in l\xe2\x80\xa6 https://t.co/hit2uWRoVS'"
2022-02-03 01:38:50+00:00,"b""RT @ETTalkShow: The Left's Plan To Control America- Obama, Fauci, The Great Reset, COVID\nhttps://t.co/8o4wrIkFND\n\n#biden, #china, #covid, #\xe2\x80\xa6"""
2022-02-03 01:38:44+00:00,"b'RT @theMJA: The other long #COVID: impacts on health systems &amp; clinicians \xe2\x80\xa6 Dr @JudkinsSimon, Dr @skyekinder, Dr Laksmi Govindasamy, Dr @gd\xe2\x80\xa6'"
2022-02-03 01:38:40+00:00,b'RT @deniseshrivell: Richard Colbeck should absolutely resign. \n\nIf he was a Labor member the front pages would have screamed the same thing\xe2\x80\xa6'
2022-02-03 01:38:32+00:00,"b""RT @godkingplus: @ChiPubSchools Students are walking out, let us know if you're striking too! We're in this together!\n\nfb link-up https://t\xe2\x80\xa6"""
2022-02-03 01:38:21+00:00,b'Total Confirmed Covid Cases by County For MO   2022-02-01:  Covid Insights From Our Analytics Team and USAFacts\xe2\x80\xa6 https://t.co/zt1V4Lurd2'
2022-02-03 01:38:09+00:00,b'Agreed ??\n\n#children #kids #love #family #baby #child #education #parenting #instagood #happy #fun #school #parents\xe2\x80\xa6 https://t.co/SJ8blU6Omm'
2022-02-03 01:38:07+00:00,"b'RT @cancerandcrisis: \xe2\x9d\x97\xef\xb8\x8fPatients with #cancer, especially those with recent cancer #treatment are at increased risk of #COVID19 complication\xe2\x80\xa6'"
2022-02-03 01:38:06+00:00,"b'RT @cancerandcrisis: \xe2\x9d\x97\xef\xb8\x8fPatients with #cancer, especially those with recent cancer #treatment are at increased risk of #COVID19 complication\xe2\x80\xa6'"
2022-02-03 01:37:53+00:00,"b'Australia ranks nearly last from 70 countries on our booster rate, but the new normal could soon be either three do\xe2\x80\xa6 https://t.co/fOyh2MywXX'"
