"b'RT @DrMcKinn: Please spread the word, "" From May 24 until July 4, Uber and Lyft will offer everyone in America free rides to and from COVID\xe2\x80\xa6'",1
,
"b'COVID-19 Update\nThursday, May 27 2021 Evening Update\n\nThere are 6 new positive cases to report since the afternoon\xe2\x80\xa6 https://t.co/Fn4VwIzSC4'",1
,
"b'RT @JPNadda: Myths on India\xe2\x80\x99s Covid-19 vaccination program are arising due to distorted statements, half truths and blatant lies.\nPress rel\xe2\x80\xa6'",1
,
"b""RT @SwarajyaMag: Zydus' Made In India COVID-19 Vaccine Found To Be Safe For Children Aged 12 And Above, Says MD Sharvil Patel\n\nhttps://t.co\xe2\x80\xa6""",1
,
"b'RT @soezeya: Seenlada Supat, 11, plays keyboard for animals amid the coronavirus disease (COVID-19) outbreak, at a zoo in Chonburi, Thailan\xe2\x80\xa6'",1
,
b'RT @DeshGujarat: Zydus seeks DCGI approval to undertake clinical trials for\nmonoclonal antibodies cocktail that can neutralize COVID infect\xe2\x80\xa6',1
,
"b'What\xe2\x80\x99s worth more\xe2\x80\x94the present or the future?\n\nSustainability is at a turning point, read the latest @IBMIBV report,\xe2\x80\xa6 https://t.co/5n22HsYGl5'",1
,
"b'RT @ashwaniattrish: 42\n@PesoNagpur @DIPPGOI Will you help the Nation Understand Under What Provisions of the Petroleum Rules, 2002 this Dev\xe2\x80\xa6'",1
,
b'RT @thebias_news: Epoch Times: U.S. Senate unanimously adopts bill that seeks to require the Biden administration to declassify all intelli\xe2\x80\xa6',1
,
b'RT @BlueAshOhio: Hamilton County Public Health will be hosting a Johnson &amp; Johnson COVID-19 Vaccine Clinic in the Blue Ash Recreation Cente\xe2\x80\xa6',1
,
"b""When will ICMR comes into picture to examine anandiah's medicine and when it will be distributed to people.Between\xe2\x80\xa6 https://t.co/J0yF7hhqOw""",1
,
"b""RT @nyamadon: #ActOrPerish\nDon't miss the joint news bulletins tonight as we highlight the danger of the new Covid-19 wave.\n#VisionUpdates\xe2\x80\xa6""",1
,
"b""@ImranKhanPTI @PakPMO Vaccine only stop spread (don't know for how much time) but you know what happening with COVID-19 reattack""",1
,
b'RT @OpIndia_com: Complaint filed against IMA President Jayalal for trying to abuse his position during Covid pandemic to spread Christianit\xe2\x80\xa6',1
,
b'New on https://t.co/8pxKdRV8sp | Worry and mental health in the Covid-19 pandemic: vulnerability factors in the gen\xe2\x80\xa6 https://t.co/V1WxB8Hj4R',1
,
b'RT @BreitbartNews: Sen. Rand Paul is demanding Dr. Anthony Fauci be held to account and testify under oath about the origins of COVID-19.\xe2\x80\xa6',1
,
"b'Sharad Pawar meets Maharashtra CM, discusses political, Covid-19 situation https://t.co/e10K2NuxeV #presssangharsh\xe2\x80\xa6 https://t.co/CcKg70jSdx'",1
,
"b'RT @sunmor2901: As Covid-19 devastates rural India, Modi and his ministers focus on covering up their incompetence.\nRelatives carry a body\xe2\x80\xa6'",1
,
b'The total number of COVID-19 infections for the day has gone up to 28 with a total of 151 active cases.\n#FBCNews\xe2\x80\xa6 https://t.co/zLZGbUvoA4',1
,
b'Important visiting info\n\n1. COVID-19 vaccines &amp; PCR tests are NOT REQUIRED to attend the show.\n2. Online registrati\xe2\x80\xa6 https://t.co/2BtcNcx4j0',1
,
"b'RT @JPNadda: Myths on India\xe2\x80\x99s Covid-19 vaccination program are arising due to distorted statements, half truths and blatant lies.\nPress rel\xe2\x80\xa6'",1
,
b'RT @SwarajyaMag: India Will Produce 259 Crore COVID-19 Vaccine Doses By 2021 End: Union Minister G Kishan Reddy\nhttps://t.co/W8HORV9n2o',1
,
"b'RT @UoMStop1: From 11.59pm Thursday 27 May, University buildings including libraries and study spaces will be closed due to COVID-19 restri\xe2\x80\xa6'",1
,
"b'RT @DHSCgovuk: The first dose of the #COVID19 vaccine offers a high level of protection, but to get longer-lasting protection everyone will\xe2\x80\xa6'",1
,
b'RT @AFP: Origins of Covid-19: unanswered questions.\n\nBiden orders US intelligence agencies to report to him in the next three months on whe\xe2\x80\xa6',1
,
"b'This is BS, attempting to take focus off the need for a 1/6 insurrection commission. \n\nFox News: Senate passes bill\xe2\x80\xa6 https://t.co/yRjpajAUeE'",1
,
b'RT @malaysia_covid: Johor\xe2\x80\x99s Sultan Ibrahim Sultan Iskandar urged the federal government today to consider a full lockdown\n\n\xe2\x80\x9cIt is selfish t\xe2\x80\xa6',1
,
"b'We must do more &amp; need to do more,  the current situation is unacceptable with over 180,000 missing people a year a\xe2\x80\xa6 https://t.co/H0xE7CTpN1'",1
,
"b""@larryellison Dear Sir,\nThis is Asif Ikbal Sk From Kolkata, INDIA. I'm writing this message to you to Request you g\xe2\x80\xa6 https://t.co/kvqZTwjwEY""",1
,
"b'RT @abd_jabbar: Risk of Blood clot in AZ vaccine\n\nCOVID-19 is a disease that cause lung injury AND BLOOD CLOTS!\n\nIf you get COVID-19, chanc\xe2\x80\xa6'",1
,
b'#stop asian hate#stopasianhate#StopAsianHateCrimes  #StopAsianHate  #StopAAPIHate #Bannon#DrLiMengYan1#\xe9\x97\xab\xe4\xb8\xbd\xe6\xa2\xa6 #\xe9\x83\xad\xe6\x96\x87\xe8\xb4\xb5#LiM\xe2\x80\xa6 https://t.co/gvrf2sS5R1',1
,
b'RT @PaulJReilly: VIEWdigital op-ed on future-proofing local journalism after\xc2\xa0COVID-19\n\nA thread \xe2\xac\x87\xef\xb8\x8f https://t.co/NqGTRlxlyX',1
,
b'@Cellular_Jnr Lol sir please you can\xe2\x80\x99t blame Covid 19 for #SAPO FAILURE.. no ways.. post office was in this crisis\xe2\x80\xa6 https://t.co/ArcZsJhXy7',1
,
b'India is proud of our scientists who have worked on Covid-19 vaccines: PM Modi\nhttps://t.co/49mpSrzYnM\n\nvia NaMo App https://t.co/7JTy8HLpxh',1
,
"b'RT @ampareenlyngdoh: I\xe2\x80\x99ve begun a 10 bedroom quarantine facility for asymptomatic and mild COVID-19 patients of Laitumkhrah area, Shillong.\xe2\x80\xa6'",1
,
b'RT @K26s9v56: More Than One In Three Covid-19 Vaccines Getting Wasted In Jharkhand; 30.2 Per Cent Wastage In Chhattisgarh  https://t.co/pt1\xe2\x80\xa6',1
,
b'RT @NHSuk: Mild COVID-19 symptoms for you could make others seriously ill.\n\nDon\xe2\x80\x99t be the one to pass it on. Book a test:\n\n\xf0\x9f\x8c\x90 Visit https://t\xe2\x80\xa6',1
,
"b'RT @pathan_neamath: Where r u HIDING TEJASVI SURYA ,\n\nCome say something about ur PARTY who r doing BED SCAM,\n\nPeople r facing LIFE and DEA\xe2\x80\xa6'",1
,
"b'RT @nylahuda: The youngest to die from COVID-19 today is a 20 year old male patient in Hospital Sungai Buloh, with no known health issues.'",1
,
"b""RT @thewire_in: The Wire's bulletin discusses the Yogi Aditynath government in UP attempting to hide bodies of COVID-19 victims, buried on\xe2\x80\xa6""",1
,
b'RT @FIIA_fi: In the newest FIIA Briefing Paper @KMustasilta looks into\xe2\x9c\x8d\xef\xb8\x8f:\n\n- #conflict trends during the first #pandemic year\n- identifies\xe2\x80\xa6',1
,
b'RT @CraigKellyMP: Why are all \xe2\x80\x98close contacts\xe2\x80\x99 in Victoria\xe2\x80\x99s current outbreak not being offered Ivermectin? \n\nIf you were following the sci\xe2\x80\xa6',1
,
"b'Sales of Chinese-#\xec\x96\xbc\xec\x9d\x8c\xe3\x85\x8d\xe3\x85\x8f\xeb\x8a\x94\xea\xb3\xb3\nmade goods have #\xec\x96\xbc\xec\x9d\x8c\xe3\x84\xb1\xe3\x85\x9c\xe3\x85\x81\xe3\x85\x90\nsoared around the \nworld, as demand \nfrom the US jumped \nand the C\xe2\x80\xa6 https://t.co/0wooOyPl7w'",1
,
"b'RT @nylahuda: The youngest to die from COVID-19 today is a 20 year old male patient in Hospital Sungai Buloh, with no known health issues.'",1
,
"b""RT @TheQuint: 20 residents of a village in #UP's Siddhartha Nagar district were administered a different #COVID vaccine for the second dose\xe2\x80\xa6""",1
,
b'RT @PTI_News: Pfizer COVID-19 vaccine should be procured as soon as possible to vaccinate children: Delhi Chief Minister Arvind Kejriwal',1
,
"b'RT @the_hindu: The #IMA has written to Prime Minister Narendra Modi, seeking his help to stop the misinformation campaign on COVID-19 vacci\xe2\x80\xa6'",1
,
b'Upside of the current COVID-19 outbreak in Melbourne: all my petty first world problems are suddenly seemingly less\xe2\x80\xa6 https://t.co/0VIn03rNcf',1
,
"b'In my opinion, it is one of the greatest failures the world is facing .\n\nI can state the progress on COVID-19 vacci\xe2\x80\xa6 https://t.co/NZa63Xvyew'",1
,
b'I am very happy for the drastic decrease in the number of COVID-19 cases in Delhi as compared to the last few days.\xe2\x80\xa6 https://t.co/yq4slALoqL',1
,
"b'RT @sunmor2901: As Covid-19 devastates rural India, Modi and his ministers focus on covering up their incompetence.\nRelatives carry a body\xe2\x80\xa6'",1
,
b'RT @ZakiaDimassiMD: ~85% of COVID-19 vaccine doses administered to date gone to high-income &amp;upper middle\xe2\x80\x93income countries. The countries w\xe2\x80\xa6',1
,
"b'RT @MarkMcGowanMP: This is our WA COVID-19 update for Thursday 27 May 2021. \n\nFor official information on COVID-19 in Western Australia, vi\xe2\x80\xa6'",1
,
b'RT @EvidenceLimited: The ivermectin summit was taken down by Youtube. You can watch it here \xe2\x80\x93 https://t.co/KsYQM3LvY1. For daily updates su\xe2\x80\xa6',1
,
b'RT @Vijay65FilmPage: The team of #Vijay65 has postponed the Shooting due to the pandemic situation and the rising COVID-19 cases in TN ! No\xe2\x80\xa6',1
,
b'RT @AFP: Origins of Covid-19: unanswered questions.\n\nBiden orders US intelligence agencies to report to him in the next three months on whe\xe2\x80\xa6',1
,
"b""RT @SenHawleyPress: BREAKING \xe2\x80\x94 Sen. Hawley &amp; and @SenatorBraun's bill to declassify intel related to the origin of COVID-19 and the Wuhan l\xe2\x80\xa6""",1
,
"b""Don't fall to false or incomplete information. Try to get the whole picture. Here is the expert opinion of Dr. Vine\xe2\x80\xa6 https://t.co/Y6qtv9AUyO""",1
,
"b""RT @newsmax: Trump to Newsmax: China 'took care of Hunter, took care of Joe' https://t.co/goV1pgbxLD""",1
,
"b""This Louisville health system just became Kentucky's first to require COVID-19 vaccine - Courier Journal\xe2\x80\xa6 https://t.co/WjMynfJ2v2""",1
,
"b'RT @AlboMP: More than a year into the pandemic, and with millions of Australians thrown into another lockdown, it\xe2\x80\x99s clear Scott Morrison do\xe2\x80\xa6'",1
,
b'RT @INDIACSR: #Bisleri strengthens employee welfare practices to safeguard against COVID-19 https://t.co/4QP72UBf61\n@BisleriZone',1
,
"b""RT @OPFCMidrand: \xe2\x98\xa0 \xf0\x9f\x9a\xa8 14th Anniversary \xf0\x9f\x9a\xa8\n\xe2\x9a\xbd\xef\xb8\x8f Greater Midrand Orlando Pirates Supporters Branch\n\xf0\x9f\x93\x86 Sunday, 30 May 2021\n\xf0\x9f\x8f\x9f Themba's Engadini Loun\xe2\x80\xa6""",1
,
b'RT @gulfkanaverse: Fight against Covid-19 is a global process. All around the world there are people whoo need help. Who need open minded a\xe2\x80\xa6',1
,
"b""@PakPMO @ImranKhanPTI Vaccine only stop spread (don't know for how much time) but you know what happening with COVID-19 reattack""",1
,
"b""@ntvkenya Let's have the Ministry of Defence take over KEMSA  to manage the logistics of our health care supply cha\xe2\x80\xa6 https://t.co/YSjlMpTwVi""",1
,
b'Ramesh was the president of Pokhara Chamber of Commerce and Industry from 2012-2015. https://t.co/n86BqNib9F',1
,
b'RT @NewsBFM: Malaysia has surpassed India in the number of daily Covid-19 infections per million population since 23 May. \n\nAccording to th\xe2\x80\xa6',1
,
"b'@billshortenmp @TrevorMoorfield Covid-19, Stranded Australians, JobKeeper, Aged Care and much more are covered in t\xe2\x80\xa6 https://t.co/cZfaMJc2PU'",1
,
"b'RT @thewire_in: In a major embarrassment to the BJP, the central crime branch of the Bengaluru city police arrested an aide of its MLA Sati\xe2\x80\xa6'",1
,
b'RT @DeepSan05970557: Covid-19\xc2\xa0is a serious issue and yet the government is not willing to concede to farmers demands and end the Protest.\xe2\x80\xa6',1
,
b'RT @HowardSteen4: The \xe2\x80\x98vaccines\xe2\x80\x99 which are all safe and highly effective to 95% according to one manufacturer\xe2\x80\x99s claim (unlike influenza vac\xe2\x80\xa6',1
,
"b'RT @abd_jabbar: Risk of Blood clot in AZ vaccine\n\nCOVID-19 is a disease that cause lung injury AND BLOOD CLOTS!\n\nIf you get COVID-19, chanc\xe2\x80\xa6'",1
,
b'RT @RS_COVID19: \xe2\x80\x9cVaccine-Induced Covid-19 Mimicry\xe2\x80\x9d Syndrome:Splice reactions within the SARS-CoV-2 Spike open reading frame result in Spike\xe2\x80\xa6',1
,
b'RT @NikkiHaley: China and WHO cannot be trusted. The United States must call for a credible investigation into the origins of COVID-19.\n\nWe\xe2\x80\xa6',1
,
"b""RT @bonifacemwangi: I was carrying COVID-19 results that are valid for 72 hours but for Tanzania, if we don't test you, you can't enter our\xe2\x80\xa6""",1
,
"b""@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.""",1
,
"b""RT @newsmax: POLL: Nearly two-thirds believe Fauci's statements were swayed by politics https://t.co/goV1pgbxLD https://t.co/NmRPDrkQDP""",1
,
"b'RT @JPNadda: Myths on India\xe2\x80\x99s Covid-19 vaccination program are arising due to distorted statements, half truths and blatant lies.\nPress rel\xe2\x80\xa6'",1
,
"b'@andmadca @CPHydCity @TelanganaDGP @MinisterKTR @TelanganaCMO Good Afternoon, E-pass may not be required for this b\xe2\x80\xa6 https://t.co/zmJP6zIfUO'",1
,
b'RT @nramind: On WHO &amp; Covaxin: Status of COVID-19 Vaccines within WHO Emergency Use Listing (EUL) and prequalification (PQ) process\nhttps:/\xe2\x80\xa6',1
,
"b""RT @KITV4: Maui police say 36-year-old Kelsey Newcomer didn't have a negative pre-travel COVID-19 test from an approved facility when she a\xe2\x80\xa6""",1
,
"b'RT @ProtestingGirl: Remember \xf0\x9d\x90\x93\xf0\x9d\x90\xa1\xf0\x9d\x90\x9e \xf0\x9d\x90\x80\xf0\x9d\x90\xae\xf0\x9d\x90\xac\xf0\x9d\x90\xad\xf0\x9d\x90\xab\xf0\x9d\x90\x9a\xf0\x9d\x90\xa5\xf0\x9d\x90\xa2\xf0\x9d\x90\x9a\xf0\x9d\x90\xa7?\nOne month passed after their editorial, many international media headlines followed with criti\xe2\x80\xa6'",1
,
b'RT @OpIndia_com: Complaint filed against IMA President Jayalal for trying to abuse his position during Covid pandemic to spread Christianit\xe2\x80\xa6',1
,
"b'RT @NHSNSS: This week we\xe2\x80\x99re looking back at some of the amazing things our clinical teams have achieved over the past year, from COVID-19 r\xe2\x80\xa6'",1
,
"b'RT @GodessOshun: Last year someone tweeted that he sat on a bench outside a hospital with his mother who had COVID-19, there were no beds i\xe2\x80\xa6'",1
,
b'RT @BJPLive: India is proud of our scientists who have worked on Covid-19 vaccines: PM @narendramodi\nhttps://t.co/qOyUnaSs0S #BJPNewsTrack',1
,
"b""@PGelsinger Respected Sir,\nThis is Asif Ikbal Sk From Kolkata, INDIA. I'm writing this message to you to Request yo\xe2\x80\xa6 https://t.co/vhPzRHaKWZ""",1
,
"b'RT @NewsBFM: BREAKING: Malaysia recorded 7,857 new Covid-19 cases today, the highest number of infections reported in a single day.\n\nThis b\xe2\x80\xa6'",1
,
b'RT @BreitbartNews: Sen. Rand Paul is demanding Dr. Anthony Fauci be held to account and testify under oath about the origins of COVID-19.\xe2\x80\xa6',1
,
"b'RT @jsolomonReports: CDC says more than 10,000 COVID-19 infections reported in patients who were vaccinated.  | Just The News https://t.co/\xe2\x80\xa6'",1
,
b'It is coming when our members need new skills to add to what they already have to match up with their international\xe2\x80\xa6 https://t.co/vKiBp3Ovpj',1
,
"b""RT @MartyMakary: More studies are affirming the power of natural immunity, despite the old guard establishment dismissing it and it's contr\xe2\x80\xa6""",1
,
"b'RT @thewire_in: In a major embarrassment to the BJP, the central crime branch of the Bengaluru city police arrested an aide of its MLA Sati\xe2\x80\xa6'",1
,
"b'RT @BDOH: If the lab leak thesis is true, this implicates the Chinese govt in a tremendous scandal of global proportions. It also necessita\xe2\x80\xa6'",1
,
"b'RT @SageAdvocacy: It is vital that we gather ""reliable data"" to learn from the impact that Covid-19 has had on nursing homes &amp; that we cont\xe2\x80\xa6'",1
,
"b'RT @thewire_in: Babu, who is now in the police net, had accompanied MP Tejasvi Surya, Bommanahalli MLA Satish Reddy and Chickpet MLA Uday G\xe2\x80\xa6'",1
,
"b'RT @DrBMariposa: ""The UK\xe2\x80\x99s response to COVID-19 has been widely criticized by scientists and the public."" Here\'s why they failed from a leg\xe2\x80\xa6'",1
,
"b'42\n@PesoNagpur @DIPPGOI Will you help the Nation Understand Under What Provisions of the Petroleum Rules, 2002 this\xe2\x80\xa6 https://t.co/6bjn4wwZ1F'",1
,
"b'RT @nylahuda: The youngest to die from COVID-19 today is a 20 year old male patient in Hospital Sungai Buloh, with no known health issues.'",1
,
b'RT @narendramodi: Spoke to my dear friend President @EmmanuelMacron. I thanked him for France\xe2\x80\x99s prompt assistance to India\xe2\x80\x99s COVID-19 respo\xe2\x80\xa6',1
,
"b'RT @TheFantasticIan: \xe2\x80\x9cWith Tokyo under a state of emergency due to covid-19, Sakurai finally got much-needed relax time, noting, \xe2\x80\x98This prob\xe2\x80\xa6'",1
,
b'RT @drkristenkc: There\xe2\x80\x99s something wrong with Twitter\xe2\x80\x99s censorship function. An Aerosol Scientist and a Respiratory Physician have both bee\xe2\x80\xa6',1
,
"b'RT @sunmor2901: As Covid-19 devastates rural India, Modi and his ministers focus on covering up their incompetence.\nRelatives carry a body\xe2\x80\xa6'",1
,
b'RT @OpIndia_com: Complaint filed against IMA President Jayalal for trying to abuse his position during Covid pandemic to spread Christianit\xe2\x80\xa6',1
,
"b'RT @kznhealth: Delayed Post \n\n#ToDate\nHighlights #SpreadFactsNotFear\n \nOn 25 May 2021, KwaZulu-Natal Province recorded 154 new cases and fo\xe2\x80\xa6'",1
,
b'RT @nytimes: Breaking News: President Biden has asked U.S. intelligence to submit a report within 90 days on whether the coronavirus emerge\xe2\x80\xa6',1
,
b'RT @EpochTimesChina: President Biden said the US intelligence community believes there are \xe2\x80\x9ctwo likely scenarios\xe2\x80\x9d that may have caused the\xe2\x80\xa6',1
,
"b'RT @AFP: Origins of Covid-19: unanswered questions.\n\n#AFPgraphics on key questions about origins of the global pandemic, with a summary of\xe2\x80\xa6'",1
,
"b""RT @thewire_in: The Wire's bulletin discusses the Yogi Aditynath government in UP attempting to hide bodies of COVID-19 victims, buried on\xe2\x80\xa6""",1
,
"b'RT @thewire_in: In a major embarrassment to the BJP, the central crime branch of the Bengaluru city police arrested an aide of its MLA Sati\xe2\x80\xa6'",1
,
b'RT @SaketGokhale: More than 1.74 billion people around the world have had at least 1 dose of Covid-19 vaccine. \n\nExposing 1.74 billion peop\xe2\x80\xa6',1
,
b'My Nain\xe2\x80\x99s cough medicine recipe - not sure we can get all these ingredients now!  Don\xe2\x80\x99t think it\xe2\x80\x99s been included in\xe2\x80\xa6 https://t.co/21c6TN0stt',1
,
b'RT @SSA_Addiction: #COVID-19 resource lists updated: webinars https://t.co/4A9UKvcqch news https://t.co/HQQA9DdZ93  &amp; research https://t.co\xe2\x80\xa6',1
,
"b'RT @rtmarsh: Sixth #RallyofHope &amp; launch of Think Tank 2022 for the peaceful reunification of the Korean peninsula. 60 minute highlights, M\xe2\x80\xa6'",1
,
b'RT @OpIndia_com: Complaint filed against IMA President Jayalal for trying to abuse his position during Covid pandemic to spread Christianit\xe2\x80\xa6',1
,
b'RT @pathan_neamath: The bodies of people have mostly died from COVID-19. \n\nHave been found either FLOATING \nIn the river r BURIED in d sand\xe2\x80\xa6',1
,
"b'RT @InhellJourney: very interesting ""..study...found...vaccinating...with both the Pfizer\xe2\x80\x93BioNTech and Oxford\xe2\x80\x93AstraZeneca vaccines develope\xe2\x80\xa6'",1
,
b'RT @OpIndia_com: Complaint filed against IMA President Jayalal for trying to abuse his position during Covid pandemic to spread Christianit\xe2\x80\xa6',1
,
b'\xf0\x9f\x92\x89 Covid-19 vaccinations have been made available to everyone over the age of 18.\nBook here \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb\xe2\x80\xa6 https://t.co/Uxf0b1kXwd',1
,
b'RT @narendramodi: Spoke to my dear friend President @EmmanuelMacron. I thanked him for France\xe2\x80\x99s prompt assistance to India\xe2\x80\x99s COVID-19 respo\xe2\x80\xa6',1
,
"b""RT @thewire_in: The Wire's bulletin discusses the Yogi Aditynath government in UP attempting to hide bodies of COVID-19 victims, buried on\xe2\x80\xa6""",1
,
"b'RT @RajeevJayadevan: Breakthrough infection (BTI) report from CDC\n\nOut of 101,000,000 people who were fully vaccinated, 10,262 BTI were rep\xe2\x80\xa6'",1
,
"b'@MaricruzCarra10 Dear Sir/Mam, You may click on the link https://t.co/TjV9UnXTz0 to check the travel advisories for\xe2\x80\xa6 https://t.co/LvJneu6I3T'",1
,
"b'RT @PemaKhanduBJP: India Crosses 20 Cr Covid Vaccination Coverage, Second Country After US to Reach the Mark\n\nhttps://t.co/RvBKgBcour https\xe2\x80\xa6'",1
,
b'RT @charly35400: India develops a Drug to end #COVID control.\n\nThis can be a complete gamechanger and end things globally. \nA Drug to stop\xe2\x80\xa6',1
,
b'RT @InProportion2: Mild infection and possibly asymptomatic infection seems to confer immunity regardless of antibody levels.  \n\nThis is on\xe2\x80\xa6',1
,
"b'RT @JPNadda: Myths on India\xe2\x80\x99s Covid-19 vaccination program are arising due to distorted statements, half truths and blatant lies.\nPress rel\xe2\x80\xa6'",1
,
"b'RT @HCLEnterprise: As the country battles the second wave of COVID-19, HCL has stepped up to support its workforce by assisting with their\xe2\x80\xa6'",1
,
b'RT @jennyHu02036608: SINGAPORE GOVT PLAYS INTO THE HANDS OF CCP #ccpbiowarfare\nhttps://t.co/fSvCoiC43d\n\nhttps://t.co/Y4EC3nTKxi',1
,
"b'RT @AAPPunjab: \xe2\x96\xb6\xef\xb8\x8f""During the Covid-19 pandemic, the removal of the MBBS doctors serving in the villages by the Captain Amarinder Singh-led\xe2\x80\xa6'",1
,
"b'RT @neophighter: Just wonder how could NATURE-ORIGIN dogmatists ""redouble their efforts to collect and analyze information that could bring\xe2\x80\xa6'",1
,
"b""RT @zurairi: Siti Nurhaliza, husband slapped with RM10,000 fine each for Covid-19 SOP breach at infant's \xe2\x80\x98tahnik\xe2\x80\x99 ceremony https://t.co/cNX\xe2\x80\xa6""",1
,
b'COVID PILL: Drugmakers are looking to add to the arsenal of potential Covid-19 therapies \xe2\x80\x94 and Merck\xe2\x80\x99s molnupiravir\xe2\x80\xa6 https://t.co/r8rRanmcZH',1
,
